run_id,task_id,agent_id,model_id,model_family,label,n_steps,exit_status
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-18763,sympy__sympy-18763,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,1,54,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-19040,sympy__sympy-19040,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,137,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-19346,sympy__sympy-19346,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,49,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-19495,sympy__sympy-19495,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,105,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-19637,sympy__sympy-19637,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,38,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-19783,sympy__sympy-19783,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,67,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-19954,sympy__sympy-19954,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,22,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-20154,sympy__sympy-20154,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,27,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-20428,sympy__sympy-20428,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,1,60,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-20438,sympy__sympy-20438,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,1,84,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-20590,sympy__sympy-20590,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,51,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-20801,sympy__sympy-20801,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,57,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-20916,sympy__sympy-20916,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,63,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-21379,sympy__sympy-21379,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,1,60,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-21596,sympy__sympy-21596,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,1,76,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-21612,sympy__sympy-21612,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,1,91,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-21847,sympy__sympy-21847,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,39,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-21930,sympy__sympy-21930,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,1,65,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-22080,sympy__sympy-22080,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,1,98,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-22456,sympy__sympy-22456,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,1,250,LimitsExceeded
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-22714,sympy__sympy-22714,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,29,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-22914,sympy__sympy-22914,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,35,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-23262,sympy__sympy-23262,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,42,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-23413,sympy__sympy-23413,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,92,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-23534,sympy__sympy-23534,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,25,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-23824,sympy__sympy-23824,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,21,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-23950,sympy__sympy-23950,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,35,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-24066,sympy__sympy-24066,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,78,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-24213,sympy__sympy-24213,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,25,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-24443,sympy__sympy-24443,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,54,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-24539,sympy__sympy-24539,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,25,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-24562,sympy__sympy-24562,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,33,Submitted
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-24661,sympy__sympy-24661,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,33,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-12907,astropy__astropy-12907,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,37,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-13033,astropy__astropy-13033,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,29,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-13236,astropy__astropy-13236,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,59,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-13398,astropy__astropy-13398,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,51,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-13453,astropy__astropy-13453,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,60,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-13579,astropy__astropy-13579,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,55,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-13977,astropy__astropy-13977,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,48,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-14096,astropy__astropy-14096,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,41,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-14182,astropy__astropy-14182,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,54,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-14309,astropy__astropy-14309,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,45,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-14365,astropy__astropy-14365,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,26,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-14369,astropy__astropy-14369,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,71,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-14508,astropy__astropy-14508,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,44,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-14539,astropy__astropy-14539,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,40,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-14598,astropy__astropy-14598,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,48,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-14995,astropy__astropy-14995,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,40,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-7166,astropy__astropy-7166,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,36,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-7336,astropy__astropy-7336,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,43,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-7606,astropy__astropy-7606,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,54,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-7671,astropy__astropy-7671,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,32,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-8707,astropy__astropy-8707,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,62,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/astropy__astropy-8872,astropy__astropy-8872,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,72,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-10097,django__django-10097,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,35,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-10554,django__django-10554,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,59,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-10880,django__django-10880,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,29,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-10914,django__django-10914,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,36,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-10973,django__django-10973,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,25,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-10999,django__django-10999,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,24,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11066,django__django-11066,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,22,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11087,django__django-11087,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,60,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11095,django__django-11095,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,36,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11099,django__django-11099,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,21,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11119,django__django-11119,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,34,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11133,django__django-11133,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,30,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11138,django__django-11138,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,62,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11141,django__django-11141,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,56,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11149,django__django-11149,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,45,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11163,django__django-11163,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,27,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11179,django__django-11179,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,32,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11206,django__django-11206,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,28,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11211,django__django-11211,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,57,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11239,django__django-11239,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,35,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11265,django__django-11265,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,46,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11276,django__django-11276,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,24,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11292,django__django-11292,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,54,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11299,django__django-11299,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,45,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11333,django__django-11333,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,56,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11400,django__django-11400,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,34,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11433,django__django-11433,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,57,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11451,django__django-11451,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,25,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11477,django__django-11477,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,38,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11490,django__django-11490,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,64,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11532,django__django-11532,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,36,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11551,django__django-11551,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,28,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11555,django__django-11555,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,60,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11603,django__django-11603,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,22,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11728,django__django-11728,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,34,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11734,django__django-11734,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,125,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11740,django__django-11740,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,52,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11749,django__django-11749,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,51,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11790,django__django-11790,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,40,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11815,django__django-11815,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,44,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11820,django__django-11820,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,46,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11848,django__django-11848,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,34,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11880,django__django-11880,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,38,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11885,django__django-11885,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,65,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11951,django__django-11951,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,43,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11964,django__django-11964,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,55,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11999,django__django-11999,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,67,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12039,django__django-12039,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,49,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12050,django__django-12050,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,32,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12125,django__django-12125,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,56,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12143,django__django-12143,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,29,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12155,django__django-12155,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,38,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12193,django__django-12193,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,43,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12209,django__django-12209,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,62,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12262,django__django-12262,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,49,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12273,django__django-12273,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,31,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12276,django__django-12276,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,38,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12304,django__django-12304,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,40,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12308,django__django-12308,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,40,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12325,django__django-12325,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,37,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12406,django__django-12406,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,40,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12419,django__django-12419,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,43,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12663,django__django-12663,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,97,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12708,django__django-12708,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,43,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12713,django__django-12713,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,45,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12741,django__django-12741,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,38,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12754,django__django-12754,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,50,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12774,django__django-12774,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,36,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12858,django__django-12858,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,67,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-12965,django__django-12965,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,46,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13012,django__django-13012,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,35,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13023,django__django-13023,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,45,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13028,django__django-13028,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,60,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13033,django__django-13033,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,36,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13089,django__django-13089,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,28,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13109,django__django-13109,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,41,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13112,django__django-13112,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,55,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13121,django__django-13121,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,93,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13128,django__django-13128,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,54,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13158,django__django-13158,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,47,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13195,django__django-13195,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,64,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13212,django__django-13212,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,61,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13279,django__django-13279,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,39,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13297,django__django-13297,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,41,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13343,django__django-13343,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,26,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13344,django__django-13344,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,63,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13346,django__django-13346,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,46,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13363,django__django-13363,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,36,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13401,django__django-13401,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,55,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13406,django__django-13406,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,92,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13410,django__django-13410,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,35,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13417,django__django-13417,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,45,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13449,django__django-13449,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,39,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13512,django__django-13512,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,31,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13513,django__django-13513,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,131,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13516,django__django-13516,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,48,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13551,django__django-13551,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,44,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13568,django__django-13568,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,40,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13569,django__django-13569,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,52,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13590,django__django-13590,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,29,Submitted
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13658,django__django-13658,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,38,Submitted
